Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM2080849,"Gfi1-/- Irf8-/- GMP cell D7","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613328",SRX1613328,"H. Leighton Grimes","Aug 26, 2016"
GSM2080850,"Gfi1-/- Irf8-/- GMP cell E1","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613329",SRX1613329,"H. Leighton Grimes","Aug 26, 2016"
GSM2080851,"Gfi1-/- Irf8-/- GMP cell E2-59","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613330",SRX1613330,"H. Leighton Grimes","Aug 26, 2016"
GSM2080852,"Gfi1-/- Irf8-/- GMP cell E2-60","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613331",SRX1613331,"H. Leighton Grimes","Aug 26, 2016"
GSM2080853,"Gfi1-/- Irf8-/- GMP cell E3","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613332",SRX1613332,"H. Leighton Grimes","Aug 26, 2016"
GSM2080854,"Gfi1-/- Irf8-/- GMP cell E5","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613333",SRX1613333,"H. Leighton Grimes","Aug 26, 2016"
GSM2080855,"Gfi1-/- Irf8-/- GMP cell E6","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613334",SRX1613334,"H. Leighton Grimes","Aug 26, 2016"
GSM2080856,"Gfi1-/- Irf8-/- GMP cell E7","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613335",SRX1613335,"H. Leighton Grimes","Aug 26, 2016"
GSM2080857,"Gfi1-/- Irf8-/- GMP cell E8","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613336",SRX1613336,"H. Leighton Grimes","Aug 26, 2016"
GSM2080858,"Gfi1-/- Irf8-/- GMP cell F3","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613337",SRX1613337,"H. Leighton Grimes","Aug 26, 2016"
GSM2080859,"Gfi1-/- Irf8-/- GMP cell F4","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613338",SRX1613338,"H. Leighton Grimes","Aug 26, 2016"
GSM2080860,"Gfi1-/- Irf8-/- GMP cell F5","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613339",SRX1613339,"H. Leighton Grimes","Aug 26, 2016"
GSM2080861,"Gfi1-/- Irf8-/- GMP cell F6","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613340",SRX1613340,"H. Leighton Grimes","Aug 26, 2016"
GSM2080862,"Gfi1-/- Irf8-/- GMP cell F7","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613341",SRX1613341,"H. Leighton Grimes","Aug 26, 2016"
GSM2080863,"Gfi1-/- Irf8-/- GMP cell G11","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613342",SRX1613342,"H. Leighton Grimes","Aug 26, 2016"
GSM2080864,"Gfi1-/- Irf8-/- GMP cell G12","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613343",SRX1613343,"H. Leighton Grimes","Aug 26, 2016"
GSM2080865,"Gfi1-/- Irf8-/- GMP cell G13","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613344",SRX1613344,"H. Leighton Grimes","Aug 26, 2016"
GSM2080866,"Gfi1-/- Irf8-/- GMP cell G15","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613345",SRX1613345,"H. Leighton Grimes","Aug 26, 2016"
GSM2080867,"Gfi1-/- Irf8-/- GMP cell G16","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613346",SRX1613346,"H. Leighton Grimes","Aug 26, 2016"
GSM2080868,"Gfi1-/- Irf8-/- GMP cell G17","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613347",SRX1613347,"H. Leighton Grimes","Aug 26, 2016"
GSM2080869,"Gfi1-/- Irf8-/- GMP cell H1","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613348",SRX1613348,"H. Leighton Grimes","Aug 26, 2016"
GSM2080870,"Gfi1-/- Irf8-/- GMP cell H3","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613349",SRX1613349,"H. Leighton Grimes","Aug 26, 2016"
GSM2080871,"Gfi1-/- Irf8-/- GMP cell H4","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613350",SRX1613350,"H. Leighton Grimes","Aug 26, 2016"
GSM2080872,"Gfi1-/- Irf8-/- GMP cell H5","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613351",SRX1613351,"H. Leighton Grimes","Aug 26, 2016"
GSM2080873,"Gfi1-/- Irf8-/- GMP cell H6","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613352",SRX1613352,"H. Leighton Grimes","Aug 26, 2016"
GSM2080874,"Gfi1-/- Irf8-/- GMP cell H7","SRA","Mus musculus",1,GPL17021,GSE70245;GSE78907,"SRA Experiment","ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByExp/sra/SRX/SRX161/SRX1613353",SRX1613353,"H. Leighton Grimes","Aug 26, 2016"
